Country	European	European	European	European	European	European	Asian	Asian	Asian	Asian	Asian	Asian	Asian	European	Asian	European	European	European	European	European	European	European	European	European	European	European	European	European	European	European	Asian	Asian	European	European	European	European	European	European	European	European	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	European	European	European	European	European	European	European	European	European	Asian	European	Asian	Asian	Asian	Asian	European	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	European	European	Asian	European	European	European	European	European	European	European	Asian	European	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	European	European	European	Asian	Asian	Asian	Asian	Asian	European	Asian	Asian	European	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	European	European	European	European	European	European	European	European	Asian	European	European	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	European	European	European	European	European	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	European	European	European	Asian	Asian	Asian	Asian	European	European	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	European	Asian	European	European	European	European	European	European	Asian	Asian	Asian	Asian	Asian	Asian	Asian	Asian	European	Asian	Asian	Asian	Asian	European	Asian	Asian	Asian	Asian	Asian	European	European	European	European	European	European	European	European	European	Asian	Asian	Asian	Asian	Asian
PatientID	DU0045	DU0028	DU0044	DU0077	DU0098	DU0099	TT0040	TT0041	TT0046	TT0047	TT0044	TT0045	KL0014	DU0091	TT0048	DU0093	DU0094	DU0095	DU0096	DU0097	DU0010	DU0011	DU0012	DU0013	DU0014	DU0015	DU0016	DU0017	DU0018	DU0019	KL0005	KL0004	DU0087	DU0085	DU0084	DU0083	DU0082	DU0081	DU0080	DU0088	TT0050	KL0009	KL0008	TT0055	TT0054	TT0057	TT0056	KL0003	KL0002	KL0001	CH0050	CH0051	CH0052	CH0053	TT0042	DU0009	DU0008	DU0007	DU0006	DU0005	DU0004	DU0003	DU0002	DU0001	CH0010	DU0041	CH0012	CH0013	CH0014	CH0015	DU0090	CH0049	CH0043	CH0042	CH0041	CH0040	CH0047	CH0046	TT0062	CH0044	DU0100	DU0078	TT0049	DU0072	DU0073	DU0070	DU0071	DU0076	DU0074	DU0075	KL0012	DU0038	SG0008	SG0009	SG0001	SG0002	SG0003	SG0004	TT0004	SG0006	SG0007	DU0069	DU0068	DU0039	CH0038	CH0039	CH0036	CH0037	CH0034	DU0062	CH0032	CH0033	DU0067	CH0031	TT0034	CH0024	CH0027	SG0017	TT0043	SG0012	SG0010	SG0018	DU0054	DU0055	DU0056	DU0057	DU0050	DU0051	DU0052	DU0053	CH0022	DU0058	DU0059	CH0028	TT0008	TT0009	TT0006	TT0007	TT0005	TT0002	TT0003	CH0023	TT0001	TT0058	DU0043	DU0042	DU0040	DU0049	DU0048	CH0018	CH0019	TT0019	TT0018	TT0015	TT0014	TT0017	TT0016	TT0011	TT0010	CH0016	TT0012	DU0061	DU0060	DU0063	KL0010	CH0002	TT0059	SG0013	DU0065	DU0064	TT0061	CH0006	CH0005	CH0004	CH0003	CH0030	CH0001	CH0021	DU0066	TT0028	DU0037	DU0034	DU0035	DU0033	DU0030	DU0031	TT0020	TT0021	TT0022	TT0023	TT0025	TT0026	TT0027	TT0063	DU0036	TT0029	TT0037	TT0036	TT0035	DU0079	TT0033	TT0032	TT0030	TT0039	TT0038	DU0025	DU0024	DU0027	DU0026	DU0021	DU0020	DU0023	DU0022	DU0029	TT0053	TT0052	AL0003	AL0002	AL0004
Actinobacillus	0	0.875863231	0	0	0	0	0.155400155	28.51250322	0.065800296	1.112009705	3.603603604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.175872735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.769128704	0	0	0.713994288	8.081180812	0	0.767459708	0.414282896	0	0	0	0	0	0	0	0	0	0	0	4.95049505	0	0.402073855	0	0	0	0	0	6.803097345	0	0.014154282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.488848152	0	0	0	0	0	5.79868709	0.016265452	0	2.326122354	0	0	0.31358885	0.137713949	0	1.143451144	2.673237754	0	0.899742931	0	0	0	1.838039425	0.095087163	0	0	0	0	0	0	0	0	0	0	0	2.289060421	0	0.024888004	1.612268974	0	0.102501025	0	2.768924303	0	0	0	0	0	0	0	0	0	0.030525031	0.403144527	0.064460679	68.32911974	0.253121836	0	3.207946589	0	0	74.47323807	3.102813568	0	0	0	0.523684837	0.974279034	2.090378113	0.021533161	0	0	0	0	1.122807018	1.869501466	1.459667094	0	2.759802056	0	0	0.450803606	0	1.482326112	0	0	0.451875282	0	0	16.82727947	0	0	0	0.427248991	0.27173913	0	0	0	0.056802045	0.510421097	0	0	0.24503131	0.431654676	10.92312259	0.470219436	0	0	0.346687211	0	0	0	0	0	0	0	0	0.802026171	34.89157984	0	0
Actinomyces	2.92543021	1.296951322	0.069686411	0	0.039766702	0.385699451	0.699300699	0.515596803	1.299555848	3.336029114	2.217602218	0.650128315	0.194986072	0	2.578018996	0	0	0	0	0	2.743957841	2.871894159	2.971913782	2.963215259	16.0991234	9.147528221	0.735536283	1.388562015	0.15392509	0.18695957	3.490941229	2.141404474	0	0	0	4.820390914	4.571485984	0	0	0	9.324452902	2.373595506	2.190689569	3.056234719	1.963882619	2.053585753	7.955731886	6.191950464	3.732271709	3.588769263	1.876784986	0.350553506	0.707083934	2.750063955	6.845531663	7.154438589	1.930932046	2.165354331	2.110249785	2.344996931	0.182237881	0.011873664	0.040286031	4.319727891	0	0.029377203	0.330033003	0.09354537	0.169294255	13.99462606	0	0.136939404	1.789055192	3.919239905	1.327433628	8.536396089	1.075725407	3.03969308	8.927062799	12.68259386	2.408091186	0	2.248759305	0	0	0	4.937096945	0	0	3.102253033	0	0.299900033	1.3811168	1.533564815	3.415409055	0.969109631	0	0.074649149	3.299725023	0.824969064	8.488443445	0	0	1.362168235	10.37199125	8.181522446	0.143867642	1.163061177	4.042506573	0	3.728222997	4.210112139	0	6.340956341	2.718040621	0.289284888	2.281491003	4.028985507	1.345450254	5.95581172	7.485348961	6.592709984	0	0	0	0	0	2.238003013	4.143033292	0	0.415430267	0	0	1.969656641	3.875134553	0.074664012	1.317341722	0.72262368	0.24600246	0.136747887	4.003984064	3.054116807	9.933774834	0.207559537	2.970532319	0.768004637	0.728243719	0	0	0.062079669	0.101750102	2.539810522	3.201547056	0.804412779	8.808639892	2.870295153	3.093958639	1.952652497	3.529620433	0.072656818	6.047856955	0	0	0	2.689835753	0.720966485	8.607439287	3.251507321	0	0	17.48534465	12.19470828	4.748538012	0.366568915	6.734955186	20.58491099	2.188808527	6.53957529	0	27.93022344	2.383790227	1.208665907	4.454920448	5.359056806	0	0.053734551	8.753202391	0.593031876	0.472909066	4.323936933	6.240691093	3.441727985	2.083333333	7.944370356	0.646987465	1.407267381	1.150241409	3.721820502	1.253307339	2.749026155	13.47672203	2.249836494	4.897595726	2.880094044	3.297344616	5.455962588	1.951720596	0.34965035	0.052803886	7.03200776	1.198598562	5.533399801	0.831078469	0	0.120510967	1.392992824	0.957476767	0.86587159	4.21686747
Atopobium	0.076481836	0.016843524	0.058072009	0	0.013255567	0.044503783	0	0.02577984	0.838953775	0	0.069300069	0.01710864	0.236768802	0	0.290754022	0	0	0	0	0	0.308922406	0.290416263	0.947093403	0.715258856	1.078894134	2.763721292	0.043912614	0.047069899	0.025654182	0	0.243040212	0.011963154	0	0	0	0	0	0	0	0	0.856327307	0.056179775	0.373412995	0.21393643	0.902934537	0.096261832	0.083524744	0.265369306	0.124409057	0.274435297	0.101999184	0	0.130941469	1.470964441	0.177549813	1.844345359	0.631266246	0.196850394	0	0.110497238	0.097193537	0.106862978	0.020143015	0.493197279	0	0	0.018335167	0.09354537	0	0.91804747	0	0.011411617	0.070159027	0.05089922	0.110619469	1.226136893	0	0	0.309771895	0.068259386	0.160539412	0	0.170595534	0	0	0	0	0	0	0	0	0.016661113	0.095249435	0.028935185	0.190627482	0.084797093	0	0	0.152765047	0.013749484	0.552260176	0	0	0.449375088	0.175054705	0.52049447	0.131878672	0.046522447	0.492988607	0	0	0.118040527	0	0	0.059737157	0.10414256	0.032133676	0.31884058	0	0.160102466	0.10655301	0.28526149	0	0	0	0	0	0	0	0	0	0	0	0.026616982	0.409041981	0	0.019661817	0	0.061500615	0.074589756	0.039840638	0.303625647	0.375872561	0.010924186	0.261406844	0.043471961	0.036412186	0	0	0.031039835	0	0.040314453	0.042973786	0.045966445	0.151873102	0.176008665	0.162839928	0.034560221	0.904576091	0	0.341835393	0	0	0	0.071411569	0.038971161	1.075929911	0.40913006	0	0	0.32342834	0.237449118	2.362573099	0	0.051216389	0.607516248	0.057099353	0.08445946	0	0.509604077	0.158919348	0.045610034	1.50854449	0.125044659	0.067781292	0	0.199259892	0.037064492	0.094581813	0.095556617	0.208519512	0.166152386	0.060386473	0.419127453	0.020218358	0.084015963	0.056802045	0.191407912	0.111405097	0	1.061802341	0.039241334	0.089047195	0.039184953	0.116720163	1.286048324	0.128402671	0.34965035	0	0.387972842	0.055319934	0	0.077309625	0	0	0.126635711	0.056322163	0.098023199	0
Bulleidia	0.019120459	0	0.058072009	0	0	0.014834594	0.155400155	0	0.690903109	0.060655075	0.485100485	0.085543199	0	0	0.174452413	0	0	0	0	0	0.109031437	0.290416263	0	0	0.033715442	0	0	0.141209696	0	0	0	0	0	0	0	0	0	0	0	0	0.285442436	0.098314607	0	0.061124694	0.564334086	0.064174555	0.584673209	0.265369306	0	0	0.040799674	0	0.065470735	0.255819903	0.414282896	0.628293474	0.25993316	0.147637795	0	0	0	0	0	0.136054422	0	0	0	0	0	0.985221675	0	0	0	0.016966407	0.165929204	0.03104144	0.014154282	0	0.253449733	0	0	0	0.108560794	0	0	0	0	0	0	0	0	0.016661113	0.047624717	0.028935185	0.111199365	0	1.814375436	0	0.091659028	0.027498969	0.69543874	0	0	0.477461031	0.196936543	0.097592713	0	0.046522447	0.131463628	0	0	0.196734212	0	0.103950104	0.298685783	0	0.096401028	0.028985507	0.070813171	0	0.399573788	0	0	0	0	0	0	0	0	0	0	0	0	0.079850945	0	0	0.039323634	0.889382991	0.061500615	0.024863252	0.059760956	0.017860332	0.089493467	0	0.261406844	0	0	0	0	0	0	0	0.064460679	0.068949667	0.286871414	0	0.081419964	0.086400553	6.970556935	0	0.499605575	0	0	0	0.19043085	0.077942323	0.276667691	0.172265289	0	0	0.363856883	0.339213026	0.467836257	0.073313783	0.128040973	0.056513139	0.228397412	0.41023166	0	0.098000784	0.059594756	0.022805017	0.011785504	0	0	0	0.227725591	0	0	0.071667463	0.208519512	0.189888441	0.27173913	0.685844923	0.020218358	0	0	0.255210549	0.139256371	0	0.462836918	0.078482668	0.029682398	0.117554859	0.029180041	0.155884645	0.205444273	0.012950013	0	0.775945684	0.036879956	0.049850449	0.289911094	0	0.120510967	0	0	0.098023199	1.40562249
Campylobacter	0.038240918	0.084217618	0	0	0.039766702	0.044503783	0	0.05155968	0.740253331	0.141528508	0.207900208	0.01710864	0	0	0.174452413	0	0	0	0	0	0	0.032268474	0.130633573	0.068119891	0.421443021	0.233553912	0	0.023534949	0	0	0.088378259	0	0	0	0	0	0	0	0	0	0.190294957	2.570224719	0	0.97799511	0.474040632	0.144392748	0.584673209	0.132684653	0.099527246	0.126662445	0.081599347	0.018450185	0.379730261	0.191864927	0.355099625	0.121605189	0.037133309	0.049212598	0	0.036832413	0.048596768	0	0	0	0	0	0.036670334	0	0	0.13434841	0	0	0.257249766	0.508992196	0.110619469	0.279372963	0.184005662	0.619743249	0.535060546	0.996587031	0	0	0.108560794	0	0	0	0	0	0	0	0	0	0.023812359	0.144675926	0.381254964	0.145366445	0	0	0.183318057	0.013749484	0.245448967	0	0	0.070214858	0.306345733	0.243981783	0.071933821	0.186089788	0.175284838	0	0	0.059020264	0	0	0.194145759	0.023142791	0.064267352	0.072463768	0.082615367	0.064040986	0.346297283	0.253565769	0	0	0	0	0	0	0	0	0.059347181	0	0	0.15970189	0.086114101	0	0.216279984	0	0.04100041	0	0.15936255	0.214323986	1.485591552	0	0.142585551	0	0.024274791	0	0	3.13502328	0.01017501	1.229590808	0.064460679	0.091932889	0.18562268	0.027078256	0.032567986	0.034560221	0.053210358	0	0.631080726	0	0	0	0.166626994	0.136399065	0.39963111	0.129198966	0	0	0.525571053	0.424016282	0.350877193	0	0.307298336	0.395591975	0.076132471	0.663610039	0	0.078400627	0.119189511	0.045610034	0.082498527	0.035727045	0	0	0.24195844	0.185322461	0.067558438	0.047778309	0.014894251	0.09494422	0.966183575	0.171461231	0.080873433	0.042007982	0.22720818	0.29774564	0.069628186	0	0.136128505	0.02616089	0.296823983	0.254702194	0.029180041	0.402702001	0.102722137	0.012950013	0	0	0	0.274177468	0.019327406	0	1.072547602	0.126635711	0.140805407	0.147034798	0
Capnocytophaga	0.057361377	0.656897423	0	0	0.808589608	0.267022697	0.388500389	0.618716164	2.253660142	4.488475536	1.03950104	0.496150556	0	0	0.65904245	0	0	0	0	0	0.090859531	1.613423685	0	1.634877384	2.22521915	0	0.03293446	0.047069899	0	0	0.088378259	0	0	0	0	3.288431062	0	0	0	0	0.761179829	1.601123596	6.323126712	0.152811736	0.090293454	6.77041553	1.002296931	1.238390093	0	0.021110407	0.367197062	0.20295203	0	0.102327961	0.19727757	0.121605189	0.222799852	0.196850394	0	0	0.242983842	0	0	0	0	0	0	1.543498597	0.042323564	0.044782803	0	0.319525277	1.601964453	2.205632847	0.359513274	0	0.014154282	3.423343662	0.168966488	0	0.112377589	0	0.108560794	0	0	0	0	0	0	0	0	0.033322226	0.011906179	0.636574074	0.444797458	0	0	0.02985966	0.274977085	0.013749484	0.020454081	0	0	0.182558629	0.196936543	0.081327261	1.59453303	0.093044894	10.88957055	0	0.905923345	0.413141845	0	1.455301455	0.537634409	0.023142791	0.674807198	0.144927536	0.354065856	0.032020493	0.266382525	0	0	0	0	0	0	0	0	0	0	0	0	0.346020761	0.215285253	0	0.766810853	0.055586437	0.225502255	0	0.378486056	0.053580997	0.017898693	0	0.903041825	0.014490654	0	0	0	0	0.02035002	0.483773433	0.042973786	0.068949667	0.624367195	0.135391281	0.016283993	0.017280111	0	0	0.078885091	0	0	0	0.309450131	0.428682775	0.430371964	0	0	0	0.040428543	2.747625509	0.210526316	0.018328446	0.256081946	0.127154563	1.008755234	0.193050193	0	0	0.099324593	1.02622577	0	0	0	0	0.284656988	0.148257969	0.013511688	0.382226469	0.431933274	0.522193212	0.483091787	0.304819966	0.020218358	0.042007982	0.042601534	0.233943003	0.264587105	0	0.054451402	0	0.029682398	0.960031348	0.291800409	0	0.552131484	0.064750065	0	0	0.055319934	0.049850449	0.096637031	0	0	0.295483326	0.028161081	0.784185591	0.401606426
Catonella	0	0	0	0	0	0.014834594	0	0	0.115150518	0.060655075	0.138600139	0	0	0	0.038767203	0	0	0	0	0	0	0.161342369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252808989	0	0.091687042	0.022573363	0.144392748	0.10440593	0.044228218	0	0	0.06119951	0.018450185	0	0.166282937	0.039455514	0.020267531	0.074266617	0.049212598	0	0	0	0	0	0.034013605	0	0	0	0	0	0.044782803	0	0	0.046772685	0.016966407	0	0	0	0	0.028161081	0	0	0	0.077543424	0	0	0	0	0	0	0	0	0	0.011906179	0	0.031771247	0	0	0	0.03055301	0.027498969	0.081816322	0	0	0.154472686	0.043763676	0.097592713	0	0.069783671	0.054776512	0	0	0.039346842	0	0	0.014934289	0.023142791	0.032133676	0	0	0.032020493	0.31965903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020500205	0	0.079681275	0	0.05369608	0	0	0	0	0	0	0	0	0	0.021486893	0	0.016874789	0	0	0	0.035473572	0	0.052590061	0	0	0	0.095215425	0.019485581	0.092222564	0	0	0	0.101071356	0.067842605	0.257309942	0.036656892	0.076824584	0	0.038066235	0	0	0	0.059594756	0.045610034	0	0	0	0	0.028465699	0.037064492	0	0.023889154	0	0.04747211	0.030193237	0.171461231	0	0	0	0.063802637	0.027851274	0	0.027225701	0.013080445	0	0.019592477	0	0	0.231124807	0	0	0.048496605	0	0	0.019327406	0	0	0	0.028161081	0.049011599	0
Fusobacterium	0.095602295	0.437931615	0.069686411	0	0.053022269	0.178015131	0.854700855	3.06780098	6.399078796	4.630004044	1.455301455	1.026518392	0	0	0.736576856	0	0	0	0	0	0.363438125	0.290416263	0	0.170299728	0.640593392	0	0.03293446	0.023534949	0	0.023369946	0.530269554	0	0	0	0	0	0	0	0	0	0.761179829	0.632022472	0	4.859413203	0.519187359	2.743462217	0.041762372	0	0.049763623	0.042220815	0.489596083	0.36900369	0.091659028	0.844205679	0.65101598	0.385083097	0.482733012	1.279527559	0	0.049109883	0.072895153	0	0.020143015	0.068027211	0	0	0.091675834	0.467726848	0.042323564	0.403045231	0	0	0.678203929	0.186630472	0.691371681	1.800403539	0.212314225	1.859229748	7.603491974	0.232081911	0.272917001	0	0.868486352	0	0	0	0	0	0	0	0	0.066644452	0.380997738	0.376157407	0.285941223	0	13.36357292	0.01492983	0.488848152	0.467482469	1.615872367	0	0	0.351074287	0.4595186	1.236174366	0.143867642	0.883926495	0.262927257	0	0.104529617	0.865630533	0	0.207900208	0.910991637	0.011571396	0.771208226	0.144927536	0.177032928	0.9285943	3.063399041	0.095087163	0	0	0	0	0	0	0	0	0.296735905	0	0	1.197764174	0.279870829	0	0.353912702	0.055586437	0.73800738	11.66086524	1.09561753	0.32148598	6.69411133	0.054620931	0.213878327	0	0.060686977	0	0	1.003621314	0.01017501	0.322515622	0.365277181	0.689496667	1.012487344	0.676956404	0.130271943	0.138240885	0.106420717	0	0.131475151	0	0	0	2.499404904	0.448168355	2.059637258	0.107665805	0	0	0.222356984	0.848032565	1.614035088	0.494868035	1.075544174	0.211924272	0.932622764	1.254826255	0	0.235201882	0.13905443	0.342075257	0.129640542	0.142908182	4.518752824	0	0.341588386	0.593031876	0.013511688	0.310559006	0.148942508	0.830761927	8.514492754	3.276814631	0	0.105019954	0	1.552530838	0.612728032	0	0.381159815	0	0.17809439	0.666144201	0.087540123	1.312029099	1.605033385	0.025900026	0	1.212415131	0.110639867	0	0.115964438	0	15.77488551	0.379907134	0.591382709	1.192615586	0.535475234
Gemella	1.54875717	3.385548257	0	0	0.013255567	2.002670227	16.55011655	13.12193864	0	0	0	0	0	0	0	0	0	0	0	0	0.526985281	24.20135528	0	0.102179837	0	0	0	11.10849612	1.513596716	1.939705539	4.66195316	0	0	0	0	0	0	0	0	0	0	0	0	1.253056235	1.670428894	0.016043639	2.902484861	5.130473242	0	0	0	0.498154982	0.026188294	1.138398567	0	0.121605189	0.222799852	3.986220472	0	0.761203192	1.57939497	0	0.080572062	2.704081633	0.199624237	32.63807286	2.200220022	0.09354537	0	4.948499776	0	0	0	0.39022735	0	0.03104144	1.35881104	0.457429541	0	0	0	0	3.132754342	0	0	0	0	0	0	0	0	0.233255582	1.02393142	0	0.683081811	0	10.15352408	9.749178859	0	0.192492782	7.077111884	0	3.428169297	0.056171886	2.603938731	1.447625244	0	0	0	0	7.351916376	9.246507968	0	12.99376299	1.53823178	0	5.398457584	0.695652174	0.708131713	1.472942683	0	6.244057052	0	0	0	0	0	1.732300409	0	0	1.543026706	1.67	0	5.988820868	0	0	10.32245379	0	3.915539155	0	11.07569721	0.053580997	3.973509934	0.720996286	11.28802281	0	0.024274791	0	0	0.010346612	0	2.056037089	1.740438333	0	0	4.251286217	2.914834718	0.656644203	7.928343384	0	12.4375493	0	0	0	4.094263271	7.696804365	8.115585613	2.045650302	4.436716198	0	0.929856479	2.730664858	2.035087719	0	3.201024328	0.084769709	1.92234488	0	0	0.784006272	0	0	0	0	0	0	1.010532309	0	0	1.457238414	0	2.254925231	5.163043478	0	0.303275374	0	1.306447032	3.253934496	0	0.890372844	3.566566839	0.863309353	11.99168893	4.584639498	4.931426904	0	3.800719055	0.466200466	0.010560777	0	0	2.542372881	0	0.110987791	0.012051097	9.708737864	17.20642073	2.401568371	0
